"Participant","Age","Gender","Lote","Proficiency","Age_Englsh","Age_Lote","Item.number","Type","Value","Lexicalization","Bias","Order","Group","Context"
14,18,"female","spanish","My English is stronger.","2 years old","since birth",21,"experiment",51,6,"Res","VOP","F","Oscar bought his kitten a stuffed animal to play with.  The kitten was so rough with it that%2C by the next day%2C the kitten had pulled out all of the toy's stuffing.  Oscar discovered the shredded toy."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",22,"experiment",73,103.5,"Good","Filler","F","It was a great New Year's Eve party. Kate%2C though%2C had several more drinks than she should have.  Mary felt bad for her."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",23,"experiment",2,7,"Rep","U","F","Marlon arrived at the swimming pool. As he was taking off his shoes%2C the neighborhood bully came by and pushed him in the pool.  He climbed back out%2C still in his shoes and shirt.  Just as got out though%2C the bully came by a second time. "
14,18,"female","spanish","My English is stronger.","2 years old","since birth",24,"experiment",15,104,"Bad","Filler","F","It was Christmastime and Deirdre's mom had just baked her special fruitcake.  All of Deirdre's sisters absolutely love fruitcake. "
14,18,"female","spanish","My English is stronger.","2 years old","since birth",25,"experiment",96,8,"Rep","VPO","F","Carol bought a Christmas tree and put it up in her living room.  That night%2C Carol's cat bumped into the tree and knocked it down.  Carol found it on the floor the next day."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",26,"experiment",97,104.5,"Good","Filler","F","Aria's brother wanted her to hear a new rap album just out.  He played for her the first four tracks before she stopped him%2C because she had to go to work."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",27,"experiment",80,9,"Rep","VOP","F","One day%2C a stray cat Gloria had never seen before began meowing outside her door. Gloria opened the door and brought it in.  Gloria's dad soon decided that he didn't like the cat and sent it outside.  The next morning%2C Gloria discovered the cat back on their doorstep."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",28,"experiment",7,105,"Bad","Filler","F","Professor Kaur offered an extra help session every Wednesday at 4:00.  During the whole semester%2C not a single student ever showed up."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",29,"experiment",2,10,"Res","U","F","Mandy bought a brand new bicycle that came with a bell on the handlebar.  One day%2C she parked her bike at the grocery store and went in to shop.  When she emerged%2C she found the bell on the ground next to her bike.  Someone had knocked it off.  Mandy rode home and got out her tools."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",30,"experiment",94,105.5,"Good","Filler","F","Doug and his friends believed that it was Marvin who had told the teacher that they cheated on the test.  Later they found out that Marvin hadn't done it."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",31,"experiment",18,11,"Res","VPO","F","Doug took his canoe out for a trip around his favorite lake.   All of a sudden%2C a young duck crash landed inside his canoe%2C having apparently just gotten tangled in a power line above.  The duck%2C dazed and injured%2C stumbled on the edge of the canoe and then fell into the water.  Doug decided to take the duck to the park ranger station."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",32,"experiment",23,106,"Bad","Filler","F","When she turned 14%2C Gwen began listening to rap and has loved it ever since."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",33,"experiment",77,12,"Res","VOP","F","Martha bought a jar of Nutella.  That afternoon%2C her brother opened it and ate half the jar%2C leaving the lid on the counter.  Martha was furious."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",34,"experiment",72,106.5,"Good","Filler","F","Chemistry was easy for Jenna who usually got good grades without studying.  On her last quiz%2C however%2C Jenna struggled and received a D."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",35,"experiment",0,13,"Rep","U","F","Soon after the start of Ellen's soccer game%2C she received a pass on the right side and brought the ball down the field.  Just then%2C an opposing player put a shoulder into Ellen%2C knocking her down and causing her to lose the ball.  She got up to recover the ball%2C but the same player put a shoulder into her a second time."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",36,"experiment",99,107,"Bad","Filler","F","Throughout high school Dennis secretly loved his friend%2C Tammy%2C who had never loved him in return%2C and never would.  One day%2C Tammy told him she was dating Jasper."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",37,"experiment",96,14,"Rep","VPO","F","Mr. Avery decided to create a little pond in his backyard next to his flower garden.  He spent the afternoon digging a 4-foot wide basin%2C and filled it up with a garden hose.   Soon%2C a long heat wave dried up the little pond.  Mr. Avery got out the garden hose."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",38,"experiment",99,107.5,"Good","Filler","F","Sarah's surgery was scheduled for noon on Friday. The doctor told her not to eat on the day of the surgery.  Sarah did as he asked and didn't eat anything."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",39,"experiment",83,15,"Rep","VOP","F","Dr. Arroyo had just put the final touches on her new creation%2C a supercomputer.  The next day%2C in a ceremony at her lab%2C Dr Arroyo walked up to the computer and turned it on for the first time.  That night%2C however%2C the computer glitched and shut down.  Dr. Arroyo came to her lab the next morning and fixed the problem."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",40,"experiment",85,108,"Bad","Filler","F","Sally%2C a high school student%2C was applying for a summer internship. She asked all of her teachers to write her a recommendation letter.  Some said they would love to%2C but others refused."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",41,"experiment",6,16,"Res","U","F","In the attic%2C Carl discovered an old photo of his grandmother.  He put it on a bookshelf in the family room.  That night%2C his cat found the photo and tore it to pieces with its claws.  Carl found the destroyed photo the next day."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",42,"experiment",92,108.5,"Good","Filler","F","Tina and her boyfriend%2C Leo%2C went out for a drive in the country. After a while they found a country store and went in.  Tina bought some candy and a few apples."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",43,"experiment",24,17,"Res","VPO","F","While Charlotte was fishing with her dad%2C she caught a plump%2C 11-inch bass.  Her dad put it in a bucket on the dock.  Suddenly the fish jumped out of the bucket%2C landing on the dock.  Charlotte picked it up and walked over to the bucket."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",44,"experiment",24,109,"Bad","Filler","F","Lenny was excited to watch the basketball championship game and invited his friends over.  Everyone had work to do%2C though%2C and none of his friends could make it."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",45,"experiment",79,18,"Res","VOP","F","It was the first day of fall exam week at Kennedy High School.  Principal Chen printed a sign  asking students to please be as quiet as possible in the halls.  One of the teachers taped it up on the front door.  As he left for lunch that day%2C he found the sign ripped down%2C lying on the front steps."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",46,"experiment",64,109.5,"Good","Filler","F","Liam and his friend Nate each have two older sisters.  Liam's sisters are nice and get along well with each other and with Liam."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",47,"experiment",2,19,"Rep","U","F","In a tree in Dashaun's backyard%2C a pair of robins built a nest and the mother soon laid an egg%2C which hatched. One day%2C when the parents were away from the nest%2C the baby bird fell out of the nest.  Dashaun got a ladder from the garage%2C picked up the bird and carried it up to the nest.  The next day%2C Dashaun noticed that the bird had fallen out of the nest a second time."
